1;1,44225E-05;0,000008404;0,001716147;5,337463983;1,712200599;2,30982E-06;2,30964E-06
2;1,49645E-05;8,6755E-06;0,001724915;1,780029798;1,463089446;2,30983E-06;2,30965E-06
3;1,51275E-05;0,000008458;0,001788543;0,71017413;1,080651198;2,30984E-06;2,30965E-06
4;0,000015127;0,000008079;0,001872385;0,713455896;5,513192365;2,30984E-06;2,30963E-06
5;1,54525E-05;0,000008458;0,001826969;1,422973674;1,080651198;2,30985E-06;2,30965E-06
6;0,00001529;9,0005E-06;0,001698795;0,356399772;5,264081213;2,30984E-06;2,30966E-06
7;0,000015507;8,5125E-06;0,001821674;1,780686152;0,443254117;2,30985E-06;2,30965E-06
8;0,000015344;0,000008729;0,001757819;0,710830484;2,088791168;2,30984E-06;2,30965E-06
9;1,57235E-05;0,000008621;0,00182386;3,201690766;0,825692365;2,30985E-06;2,30965E-06
10;1,53985E-05;8,5665E-06;0,001797525;1,068542962;0,188295284;2,30985E-06;2,30965E-06
